class_index,review_text
4,a splendid job
2,relied
2,you places you have n't been
2,like `` The Addams Family
3,overcome blah characters
2,Americans and
1,threatens
3,a fierce dance
3,the distinct and very welcome sense
3,15 years old
2,Ferrera
2,whippersnappers
1,should have been the be-all-end-all of the modern-office anomie films .
4,Puts a refreshing and comical spin on the all-too-familiar saga of the contemporary single woman
2,Dogme 95 filmmaking
2,might wind up remembering with a degree of affection rather than revulsion
2,Myer 's
1,'s little to be learned from watching ` Comedian '
3,edge or
2,the slightest difficulty
2,Science
2,was released in 1987
3,able
1,Viewers are asked so often to suspend belief that were it not for Holm 's performance
4,technical triumph
3,This method almost never fails him
1,to the most crucial lip-reading sequence
4,An emotionally strong and politically potent piece of cinema .
3,there 's something vital about the movie .
2,it can never be seen
1,decide what annoyed me most about God is Great
3,hoped I would -- with moist eyes
2,to ` lick
2,-LRB- Seagal 's -RRB- earlier copycat Under Siege
2,junior high school
2,more common
3,use of his particular talents
2,Babak
4,Mr. Schnitzler proves himself a deft pace master and stylist .
2,the married couple Howard and Michelle Hall
2,Ecks vs.
3,so freely
3,defuses this provocative theme by submerging it in a hoary love triangle .
2,very root
2,make me want to lie down in a dark room with something cool to my brow
1,is n't as funny as it should be
2,Silver 's
2,of parent
2,that permeates the script
2,a good video game movie is going to show up soon
1,making reference to other films and trying to be other films
2,to wonder for ourselves if things will turn out okay
2,a startling story
2,passes for humor in so many teenage comedies
2,the bizarre as the film winds down
2,available bias
0,devoid of wit and humor
2,a monologue that manages to incorporate both the horror
1,A Rumor of Angels should dispel it .
2,same throughout
2,for the home video market
3,a frightening and compelling `
2,very bad
2,to justifying the hype that surrounded its debut at the Sundance Film Festival
2,word
3,of our respect
2,underlines even the dullest tangents .
1,why it fails is a riddle wrapped in a mystery inside an enigma .
2,grandiose
3,Her performance moves between heartbreak and rebellion as she continually tries to accommodate to fit in and gain the unconditional love she seeks .
2,Jewish refugees
2,drill
2,If you 're down for a silly hack-and-slash flick
1,say that this vapid vehicle is downright doltish and uneventful
2,all-night tequila bender
3,make a clear point
3,how good
2,that director M. Night Shyamalan can weave an eerie spell
2,might want to catch Freaks as a matinee .
2,a boffo last hour
1,exploitation piece
2,Alcatraz ' ...
4,turn this fairly parochial melodrama into something really rather special .
3,Witty and
2,the Psychology 101 study
3,fully engaged supporting cast
2,wazoo
0,pretentious mess .
1,in a film that does n't merit it
2,of the character he plays
2,'s none of the happily-ever
2,is not the first time
3,the insights gleaned from a lifetime of spiritual inquiry
1,Highly uneven and
2,unsettling .
2,White 's
2,of technology
4,strut his stuff
1,they 're clueless and inept
2,Serving
3,in rapt attention
1,are both overplayed and exaggerated
3,tasty and
2,cinematic devices
2,want to put for that effort
2,done to support the premise other than fling gags at it to see which ones shtick
3,a fine job contrasting the sleekness of the film 's present with the playful paranoia of the film 's past
2,the first half-hour
0,comes along to remind us of how very bad a motion picture can truly be
3,Willie would have loved it
1,outlandish
3,that works both as a detailed personal portrait and as a rather frightening examination of modern times
3,best some directors
2,explored with infinitely more grace and eloquence in his Prelude
2,to faith
2,of the role
2,screwed-up man
1,would have saved this film a world of hurt
2,emotional texture
2,Jolie and
2,pulsating
1,-LRB- Seagal 's -RRB- strenuous attempt
2,A collage
4,well-made and satisfying thriller
1,A non-mystery mystery .
2,with a supremely kittenish performance that gradually accumulates more layers
2,Igby Goes Down is one of those movies .
3,Not a bad choice here
1,It may not be a great piece of filmmaking
2,glory
2,a witty expose on the banality and hypocrisy of too much kid-vid
2,that gives the -LRB- teen comedy -RRB-
1,shortcomings
2,There
2,on formula
1,I also believe that Resident Evil is not it .
2,a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that 's at the center of the story
2,offers copious hints
3,does its best
1,is predictable
3,this is a highly ambitious and personal project for Egoyan
3,succeeds mainly
1,will be on video long before they grow up and you can wait till then .
1,raunchy and graphic
2,was co-written by Mattel executives and lobbyists
1,something is rotten in the state of California
1,its unadorned view
2,shake us
1,the screenplay falls somewhat short
2,Zeus
2,Walter Hill
1,the attempt to complicate the story
2,the only good thing --
2,Miyazaki 's teeming and
0,no substance
1,chaos
4,a feat any thinking person is bound to appreciate
2,true story
2,Little Nicky
2,plot or acting
2,that matters here
1,it 's too loud to shout insults at the screen
2,tense
3,its impact is deeply and rightly disturbing
3,witty and beneath
1,pornography or documentary
4,have put together a bold biographical fantasia .
3,popcorn
2,diplomacy
4,A modestly made but profoundly moving documentary .
2,Chances '
2,fill the time or some judicious editing
2,complicated relationships
2,his film is molto superficiale
3,neatly and effectively
2,narratively chaotic
2,burn themselves upon the viewer 's memory
3,donna
2,from movie comedies
3,An engrossing and grim portrait of hookers : what they think of themselves and their clients
2,my brow
2,the large cast
0,full of holes that will be obvious even to those who are n't looking for them
1,improbably forbearing wife
2,to the experiences of most teenagers
2,an impish divertissement
2,Leguizamo and Jones
2,strokes
2,brutally
2,of the various households
2,and blood-curdling family intensity
2,italics
2,stays there for the duration .
1,the awkward interplay and utter lack of chemistry between Chan and Hewitt
1,The thing about guys like Evans is this : You 're never quite sure where self-promotion ends and the truth begins .
2,According to the script
2,as far
2,comedic spotlights go
3,that explore the seamy underbelly of the criminal world
2,does Rabbit-Proof Fence
2,this indie flick
2,of Cinema Paradiso
1,elicit more of a sense of deja vu than awe
2,John Wayne classics
0,It 's so laddish and juvenile
2,in order to kill a zombie you must shoot it in the head
3,this engaging mix
1,get your money back
2,perceptiveness
4,a sight to behold
2,a cricket game
2,everyone looking in
3,pop-culture
2,caustic
1,will probably be a talky bore .
3,make watching such a graphic treatment of the crimes bearable
1,all-out
2,forbidden zone
2,defuses
0,a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration
2,pasta-fagioli comedy
2,big whoop
1,unchanged dullard
2,Total Recall and Blade Runner -RRB-
3,young man 's
2,to a moviegoing audience dominated by young males
2,German
2,about suffering Afghan refugees on the news
1,fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation
2,Bela Lugosi 's
4,Nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure .
1,reading lines
2,dispel it
2,curiosity about
2,pegged into the groove of a New York
1,are the film 's Sopranos gags incredibly dated and unfunny
1,the disparate elements do n't gel
2,settles
2,of those conversations
2,what 's available is lovely and lovable
1,But they lack their idol 's energy and passion for detail .
3,Shanghai Ghetto should be applauded for finding a new angle on a tireless story
2,for 104 minutes
2,of manners and misanthropy
3,in its bold presentation
2,remembering
3,especially poignant portrait
3,the filmmaker 's extraordinary access to Massoud
2,a house full of tots -- do n't worry
2,shoot-em-up
1,of the killing field and the barbarism of ` ethnic cleansing
3,A wild ride juiced with enough energy and excitement for at least three films .
2,the period trappings of this debut venture
0,crematorium chimney fires and stacks of dead bodies
2,the children
2,bodily functions
3,appreciate
3,... a funny yet dark and seedy clash of cultures and generations .
2,you 're after
2,picaresque view
2,co-stars Martin Donovan and Mary-Louise Parker
2,across time and distance
2,Villeneuve has inspired Croze to give herself over completely to the tormented persona of Bibi
2,The Hunger or Cat People
2,Ackerman
2,project either Esther 's initial anomie or her eventual awakening
1,of uncoordinated vectors
1,implausible
0,shockingly bad and absolutely unnecessary
3,family audience
1,An exercise in cynicism every bit as ugly as the shabby digital photography and muddy sound
1,Not once does it come close to being exciting .
1,... silly humbuggery ...
3,the film 's length becomes a part of its fun
2,Nesbitt 's
2,of the visual flourishes
2,particularly subtle
3,worth telling
2,which to address his own World War II experience in his signature style
0,has none of the charm and little of the intrigue from the TV series .
3,in all the right ways
2,wrapped up
2,exist for hushed lines like `` They 're back !
2,sisterhood .
2,one of those films that aims to confuse
2,impart
1,lacks in outright newness
2,progressive
3,some tasty grub
2,was also
2,over and over
2,combat scenes
2,Star State
2,her exploration
1,droning house music
1,the most incoherent
3,#NOM?
2,stray barrel
2,forms
2,interesting enough to watch them go about their daily activities for two whole hours
3,best about
2,agnostic
3,gorgeous piano
2,so many levels
2,The Dangerous Lives
2,way to pass a little over an hour with moviegoers ages
1,To Be Really Awful
3,A rock-solid gangster movie with a fair amount
2,reveals the victims of domestic abuse in all of their pity and terror
2,Caine
4,A portrait of alienation so perfect
1,big excuse
2,the peak of their powers
2,their post-modern contemporaries
3,an art
3,will amuse or entertain them
2,plain
2,'' was for Jim Carrey
2,that have to be laid squarely on Taylor 's doorstep
2,director Peter O'Fallon
3,some first-rate performances
1,'s pretty but dumb .
2,the situation in Northern Ireland in favour of an approach
2,of Tim Allen
2,druggy trance-noir and trumped-up street credibility
1,blubber
2,Jerry Springer
2,Walter 's
2,his admittedly broad shoulders
3,has never been more charming than in About a Boy .
2,to straddle the line between another classic for the company
2,with scenes and vistas and pretty moments
2,should remain just that
2,relationships
2,with no unifying rhythm or visual style
2,while Tavernier is more concerned with the entire period of history
2,purposefully reductive
2,'s never too late to believe in your dreams
2,shapable
2,like Promises
2,fills it
2,in contemporary culture
2,though many of the actors throw off a spark or two when they first appear
3,the Ya-Ya Sisterhood
3,consistent embracing humanity
3,as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters
3,thoughtful and unflinching
2,a play
2,Dark and unrepentant
2,French film industry
3,the story relevant in the first place
2,the last thing
0,pathetic junk
3,the genuinely funny jokes
2,be able to forgive its mean-spirited second half
2,few lingering animated thoughts
2,the film for you
1,of adolescent violence
2,of entertainment value
2,it does n't need Gangs of New York .
2,as its subject
1,to like any of these despicable characters
3,start looking good
2,of fierce competition
2,this is just the proof
1,a pack of dogs who are smarter than him
1,but its just not a thrilling movie
1,if you do n't understand what on earth is going on
2,rapidly
2,open the door to liberation
1,dreary mid-section
1,merely offensive
2,a change in -LRB- Herzog 's -RRB- personal policy
3,directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men .
2,May seriously impair your ability to ever again maintain a straight face while speaking to a highway patrolman .
2,Republic
2,expectations
2,the enigmatic features of ` Memento '
1,Too many improbabilities and rose-colored situations
3,get the same love story and parable
2,uncovers a trail of outrageous force and craven concealment
2,in her sophomore effort
4,digs beyond the usual portrayals of good kids and bad seeds to reveal a more ambivalent set of characters and motivations
3,personality
1,make you angry
2,very much
3,manage to keep things interesting .
3,In Praise of Love ' is the director 's epitaph for himself
2,Tres
3,have a new favorite musical
3,solid performances and eerie atmosphere
2,minds and
1,with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought
2,about surprising us by trying something new ?
4,poignant
3,Pedro
2,Has a certain ghoulish
1,is far from Zhang 's forte
3,satisfying summer
2,director of the escort service was inspired
3,but not sophomoric -RRB-
4,incredibly captivating and
2,a submarine movie
1,emotional blandness
2,intention
2,Bjorkness
3,boasts at least a few good ideas and features some decent performances
2,melancholy music
3,Soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation .
2,of showing them
2,for Friday fans
2,'s common knowledge
2,minutely
2,symbolic images
2,lacks the quick emotional connections of Steven Spielberg 's Schindler 's List .
2,digital filmmaking
2,to respond
2,of flower-power liberation
2,a future
2,inspire a trip
2,finally lies with Kissinger .
2,afloat
3,Malcolm D. Lee
0,drooling idiots
3,figures out how to make us share their enthusiasm .
2,druggy and
3,thanks to the gorgeous locales and exceptional lead performances
2,emailed him point-to-point driving directions
4,an excellent companion piece
1,added disdain
2,shorts
2,without
0,is seriously compromised by that
3,The lively appeal of The Last Kiss
2,by the end of Kung Pow
3,Longley 's film
1,director Chris Columbus takes a hat-in-hand approach to Rowling that stifles creativity and allows the film to drag on for nearly three hours .
1,it lacks a strong narrative
2,Of The Damned
2,the working out
2,only yesterday
2,autobiographical gesture
0,enjoy being rewarded by a script that assumes you are n't very bright
3,it 's all quite tasteful to look at
1,past a child 's interest and an adult 's patience
3,lavish
2,it much better
1,that makes as much of a mess as this one
1,puzzle whose pieces do not fit .
2,many silent movies
2,poster
2,its gaudy Hawaiian shirt
2,widely
2,his movie-star wife
4,marvelous documentary touches
2,why you 've been watching all this strutting and posturing
3,lively
2,anti-virus
2,father-and-son
2,Corcuera 's
2,Chai 's
2,lively appeal
2,in 1938
2,conditioning and popcorn
1,go at all the wrong moments
1,as pretentious
2,older cad
2,Only in its final surprising shots does Rabbit-Proof Fence find the authority it 's looking for .
2,seems to kinda
3,straight-ahead thriller
1,does n't really deliver for country music fans or for family audiences
4,The art direction is often exquisite
2,the-week
4,a good-hearted ensemble comedy
2,WWII flick
3,be an honest and loving one
2,every human who ever lived
2,people whose lives are anything but
2,executed idea .
2,'re paying attention
2,from this material
2,to pass off as acceptable teen entertainment for some time now
1,a cesspool
1,Shrewd but pointless .
2,one Academy Award winning actor
3,Stevens has a flair for dialogue comedy
2,anew
4,may well be the year 's best and most unpredictable comedy
3,appreciated
2,A mildly enjoyable if toothless adaptation
2,human spirit
2,sweet ` Evelyn
2,'s undeniably hard
2,the very fabric of Iranian
2,civilized mind
2,Most of the information has already appeared in one forum or another
2,traced back
2,flying guts
2,the festival circuit
1,'s no point in extracting the bare bones of Byatt 's plot for purposes of bland Hollywood romance .
0,sick and demented
1,to merit such superficial treatment
2,'' project
1,This tale has been told and retold ;
3,interesting results
1,-LRB- she 's a best-selling writer of self-help books who ca n't help herself -RRB-
3,One of the funniest motion
2,The slapstick
4,could n't have done any better in bringing the story of Spider-Man to the big screen
4,Metropolis you hate to tear your eyes away from the images long enough to read the subtitles
1,a mere disease-of -
3,A diverse and astonishingly articulate cast of Palestinian and Israeli children .
2,on heartstrings
3,unflappable
1,deeply out of place in what could have
4,gripping performances by Lane and Gere
0,requires gargantuan leaps of faith just to watch it
1,'s icky
2,Stone 's
2,draws us
3,suddenly pulls the rug out from under you
3,Take nothing seriously and enjoy the ride .
2,victories
2,But one thing 's for sure :
2,propriety-obsessed
1,elaborate and twisted characters
2,insistence
2,for pop manifestations of the Holy Spirit
2,grim
2,calm us of our daily ills
3,more fascinating
3,he 's making Dog Day Afternoon with a cause
2,in this country
2,fiction '
1,such a bad day
1,again ransacks its archives for a quick-buck sequel .
2,Bob Crane
3,to make its way past my crappola radar and find a small place in my heart
2,much else
2,easy to forgive because the intentions are lofty
3,Welsh whimsy
2,less than 90
3,the parade
2,between Bacon and Theron
2,at every moment
2,has put in service .
2,Robin Williams performance
0,The film is so bad it does n't improve upon the experience of staring at a blank screen .
1,by generic scripts that seek to remake Sleepless in Seattle again and again
3,love its fantasy and adventure
2,the overlooked pitfalls
2,simple manner
3,cleverly written
2,it was an honest effort and
1,that loses sight of its own story
2,archival footage
3,laugh at either the obviousness of it all or its stupidity or maybe even its inventiveness
2,between movies with the courage to go over the top and movies that do n't care about being stupid
2,pivotal
2,Like its title character
2,of you
2,of the kind of obnoxious
2,many ministers and Bible-study groups
3,the power of love
3,seduce and
2,road-trip
3,passionate enthusiasms like Martin Scorsese
2,tick
2,The casting of Raymond J. Barry as the ` assassin '
1,trudge out of the theater feeling
2,#NOM?
2,the rhetoric of Hollywood melodrama
2,eroded
2,surest bet
2,jackass :
2,of the gags
2,insurance actuary
2,has written in years
3,made a point or two regarding life
2,Schwentke
2,high drama
2,an unpleasant debate that 's been given the drive of a narrative and that 's been acted out --
1,is without intent .
2,slips
2,rock
0,dreadfulness
4,Cool gadgets and creatures keep this fresh .
2,the title is a Jeopardy question
1,dull exposition
3,A look
2,take on any life of its own
2,the resolutely downbeat Smokers Only
2,A savage John Waters-like humor that dances on the edge of tastelessness without ever quite falling over .
1,of a frustrating misfire
2,once promising career
2,expands
1,Needs more impressionistic
2,Ireland over a man
3,the simple fact
2,in the mood for a fun -- but bad -- movie
3,on a pedestal
2,could n't come up with a better script
2,its punchlines
2,as solid
2,symbolism
2,by the title character undergoing midlife crisis
2,The Ya-Ya 's have many secrets and
2,about music you may not have heard before
2,five minutes but instead the plot
2,for 20 centuries
1,typical Toback machinations
2,before the screen
2,sent
2,in the history of the Academy
3,because of the way it allows the mind to enter and accept another world
1,are once again made all too clear in this schlocky horror\/action hybrid
4,genuinely good
2,ducts
1,bogs down in genre cliches here .
3,have a reasonably good time with The Salton Sea
0,I could feel my eyelids ... getting ... very ... heavy ...
2,a TV show
1,rings false
0,about starting with a more original story instead of just slapping extreme humor and gross-out gags on top of the same old crap ?
2,Lucy 's most obvious differences
4,is certainly easy to watch .
3,'m guessing the director is a magician .
2,While dutifully pulling on heartstrings
0,a plot that crawls along at a snail 's pace
2,40 years
4,of technical skill and rare depth
2,become just another situation romance
1,all this contrived nonsense
2,to care
4,to entertain all ages
2,glorified episode
3,fun to watch
2,to heal himself
2,'s missing
3,because of the ideal casting of the masterful British actor Ian Holm
2,better private schools
2,during the final third of the film
0,a lousy script
2,she is always like that
2,milk
1,recycled and dumbed-down version
1,faltering half-step
1,drowned out
3,is a rich stew of longing
1,Death might be a release .
3,pure Disney
3,good poetry
2,I Want
3,fantastic Kathy Bates
1,loosely connected characters and
1,worked too hard on this movie
3,his most vital work
3,including a knockout of a closing line -RRB-
2,Biggie and
1,little cleavage
1,cliche pileup
2,to what 's going on here
3,remarkable procession
2,Super Troopers
2,Diverting French comedy in which a husband has to cope with the pesky moods of jealousy .
3,by its art and heart
2,most conservative and hidebound
2,intermittently
1,that the bulk of the movie centers on the wrong character
4,a labour of love
2,synergistic impulse
2,grief and how truth-telling
1,bottomlessly cynical
2,the directing world
2,your secret agent decoder ring
1,Much of what we see is horrible but
1,is hard to care
2,things that go boom
2,the waves
2,as simultaneously
1,The wanton slipperiness
1,'s hard to imagine that even very small children will be impressed by this tired retread
2,in IMAX dimensions
0,is distressingly rote
2,the Jackal
2,tackling life 's wonderment
3,charitable
2,the `` wild ride ''
2,subtler
2,references
2,the interplay within partnerships and among partnerships
1,any easier to sit through than this hastily dubbed disaster
2,figures
2,Mick Jagger
2,got it
1,cheated
1,extended dialogue exercise
3,` Swept Away '
2,look a lot
4,on this frozen tundra soap opera that breathes extraordinary life into the private existence of the Inuit people
2,Killed
2,This Orange
2,this imagery as the movie 's set
3,... works on some levels and is certainly worth seeing at least once .
2,too savvy
2,to chuckle through the angst
2,little of his intellectual rigor or creative composure
4,one of Demme 's good films
2,Henry Thomas
2,treats his audience
2,Gary Larson 's
1,become smug or sanctimonious
2,of space
2,as the works of an artist
1,From the dull
2,supernatural
2,milks drama
0,generates plot points with a degree of randomness usually achieved only by lottery drawing .
2,'s not merely
3,such a great one
3,love song
4,sweet without the decay factor
4,engaging fantasy
2,indie effort
3,absolutely refreshed
3,generally a huge fan
3,the Audience Award for documentaries at the Sundance Film Festival
2,eat up these Veggies
2,reach them
2,know where Changing Lanes is going to take you
2,of life type
3,of director John Stockwell
2,endured
2,much of the director 's previous popcorn work
2,two-drink-minimum
3,Give credit to everyone from Robinson
2,Bartleby 's main overall flaw
2,Newfoundland
3,Jet
2,the closing scenes
2,a hellish
4,worthy of the price of a ticket
3,actually turns in a pretty convincing performance as a prissy teenage girl
2,-LRB- being -RRB-
0,does n't deserve the energy it takes to describe how bad it is .
1,so packed with subplots involving the various Silbersteins that it feels more like the pilot episode of a TV series than a feature film
2,boasting no real surprises -- but still quite tasty and inviting all the same
1,just plain
2,brush up against the humanity of a psycho
3,leaps over national boundaries
1,offering next to little insight into its intriguing subject
2,a standard-issue crime drama
2,the right B-movie frame
2,a second look
2,holiday movies
3,that we believe that that 's exactly what these two people need to find each other
2,is NOT a retread of `` Dead Poets ' Society . ''
2,keep
3,over the end of cinema
1,sick society
3,emotional investment
2,direct-to-video irrelevancy
1,is a mediocre movie trying to get out
2,French filmmakers
1,all the annals
4,miraculous as its DreamWorks makers
1,stuffed into an otherwise mediocre film
3,going right through the ranks of the players -- on-camera and off -- that he brings together
2,that finally get under your skin
2,amalgam
3,an advantage
3,a fascinating character
1,shrill and soporific
2,with its worthy predecessors
1,and crude film
2,by Christmas
3,the movie had worked a little harder to conceal its contrivances
3,workmanlike in the extreme
3,it 's about a very human one
2,any real raw emotion
4,Evokes the 19th century with a subtlety that is an object lesson in period filmmaking
3,the always hilarious Meara
2,move quickly
4,entertaining and suggestive
2,a tad less for grit and
2,Jack City
2,Kazan
3,skilfully
0,This is just lazy writing .
2,dots
2,for its identity
0,we 're left thinking the only reason to make the movie is because present standards allow for plenty of nudity
2,our national psyche
4,Astonishingly skillful and moving
2,H ''
2,in its deft portrait of Tinseltown 's seasoned veterans
2,The documentary
1,trailer-trash
2,into national media circles
2,lascivious-minded
2,this is Mr. Kilmer 's movie
2,all for
4,fascinating documentary
3,peace is possible
1,Was Going To Be Really Awful
2,to be seen everywhere
2,will find plenty to shake and shiver about in ` The Ring . '
3,all entertaining enough
0,Ice Age does n't have some fairly pretty pictures
3,brings the proper conviction
2,Stanley Kwan
2,confined and dark
3,a renowned Indian film culture
2,silly than scary
2,When not
0,do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes
2,rapid pace
3,in the truest sense
2,as life hems
2,'s like Rocky and Bullwinkle
3,of the year 's best
2,My Father compelling
2,Jeff Foxworthy 's
2,little new added
3,Argentinean ` dramedy '
3,above-average thriller
2,better than it feels
3,this good
1,is interesting but constantly unfulfilling
2,to make you think about existential suffering
2,got a taste of what it 's like on the other side of the bra
2,inner and outer lives
3,unlock the full potential of what is in many ways a fresh and dramatically substantial spin on the genre
3,is clever enough
3,seem to get a coherent rhythm going
2,all these years
2,with dozens of bad guys
2,Cyndi Lauper in The Opportunists
2,a lot of quick cutting and blurry step-printing to goose things up
1,its drawbacks
1,twisted sense
3,to distance it from the pack of paint-by-number romantic comedies
3,combines the enigmatic features of ` Memento '
2,a piece of handiwork
0,Argentine American Beauty reeks
2,Chasing Amy ''
2,impenetrable and dull
2,Woody Allen film
3,see what he could make with a decent budget
2,little surprises
4,touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths
2,not-so-small
2,takes its doe-eyed Crudup
2,that understands characters must come first
2,that Woody Allen seems to have bitterly forsaken
2,the success of Bollywood
2,Rinzler
2,wonder for ourselves
2,Shreve 's
2,Four Weddings
3,a love song to the movies
2,his stature
2,lie down in a dark room with something cool to my brow
2,The irony is that this film 's cast is uniformly superb ;
2,did
2,gore-free
4,love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history
2,pokepie
2,Girls Gone Wild '
4,Soderbergh 's best films
3,of Clean and Sober
2,De Ayala
2,that he 's witnessed
2,retreat and
1,Everyone 's to blame here .
2,empty machismo
3,Mostly Martha will leave you with a smile on your face and a grumble in your stomach .
2,maintain interest
4,Begins like a docu-drama but builds its multi-character story with a flourish .
2,late
3,like the happy music
2,striking out with another
2,being what the English call ` too clever by half
1,set the women 's liberation movement back 20 years
2,fireworks
3,in remembrance
1,formulaic equations
1,was only
2,through prison bars
2,soliloquies
4,drawn engaging characters
2,of time travel
2,from others in the genre
3,is too bad that this likable movie is n't more accomplished .
2,minimalist intent
3,open
2,comes along
2,As animation increasingly emphasizes the computer and the cool
3,has found the perfect material with which to address his own World War II experience in his signature style
3,A sweet-tempered comedy that forgoes
4,The trailer is a riot .
2,tackles its relatively serious subject
2,defiantly
2,set ups
1,there was ever a movie where the upbeat ending feels like a copout
2,hand-held
2,to delight without much of a story
1,doing very little with its imaginative premise
2,gravity
2,European pickup
3,a column of words can not adequately describe co-writer\/director Peter Jackson 's expanded vision of J.R.R. Tolkien 's Middle-earth
2,Most of the film feels conceived and shot on the fly -- like between lunch breaks for Shearer 's radio show and his Simpson voice-overs .
2,parking lots
2,in conviction
2,a film as much
4,you 'll be rewarded with some fine acting .
2,pee
2,incredibly outlandish
0,'s boring
2,to Liyan 's backyard
2,John Waters and Todd Solondz
1,contemptible imitator
2,is to the left of liberal on the political spectrum
2,a case of ` Sacre bleu
1,because his character 's deceptions ultimately undo him
2,have not
2,'ll need a stronger stomach than us .
2,is n't entirely infantile
2,much larger historical context
3,heavy for all that has preceded it
3,the sweetness
2,more attention
1,opens with maggots crawling on a dead dog
2,so hard
2,the chemistry
2,gel
4,an engaging and moving portrait
2,fourteen-year old Ferris Bueller
0,avoid
4,It 's a great performance and a reminder of Dickens ' grandeur .
2,The Clown ''
3,Everlasting
1,video-cam footage
2,This Sade
1,of a Copenhagen neighborhood coping with the befuddling complications life
3,The acting is just fine
3,actually manages to bring something new into the mix
2,serious athletes
3,pretty good overall picture
2,think of any film more challenging or depressing than The Grey Zone
2,the same fate
0,made me want to bolt the theater in the first 10 minutes
2,sturdiness
3,Recoing 's fantastic performance
2,leaning on badly-rendered CGI effects .
1,personified in the film 's simple title
2,watching this movie
2,of poetic frissons
3,with passion and attitude
1,turn stupid
2,armchair
2,convincing and
4,the most good-hearted yet sensual entertainment
2,has become commonplace in movies that explore the seamy underbelly of the criminal world
3,A conventional but heartwarming tale
3,that believing in something does matter
2,consigliere
2,I 've seen this summer
2,workable primer
2,deny
2,inspire action
2,stultifyingly
3,'ll be white-knuckled and unable to look away .
2,heard a film so solidly connect with one demographic while striking out with another
2,of her friendship
3,You 'll end up moved .
2,civilized
2,abrupt turn
2,on-camera
2,faraway
4,'ll love this movie .
2,Often shocking
1,tends to do a little fleeing of its own .
0,... a hokey piece of nonsense that tries too hard to be emotional .
3,of motherhood deferred and desire
1,could be so flabby
3,the pristine camerawork
2,in his element
0,No amount of good intentions is able to overcome the triviality of the story .
2,middle-age
3,when various characters express their quirky inner selves
3,that rival vintage Looney Tunes for the most creative mayhem in a brief amount of time
1,boozy
2,family dysfunctional drama How I Killed My Father
4,awe and affection -- and
1,imitations
2,of tots
1,worse
2,acres
2,want to be Quentin Tarantino when they grow up
1,wannabe-hip
2,make for a while
4,of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own
2,like Ghost Ship
2,a ticket
1,all its problems
2,through this one
3,if the essence of magic is its make-believe promise of life that soars above the material realm
2,of major changes
2,unnoticed and
1,Could this be the first major studio production shot on video tape instead of film ?
2,As inept as big-screen remakes of The Avengers and The Wild Wild West
3,far more stylish and
3,admirable one
3,But this is not a movie about an inhuman monster ; it 's about a very human one
2,playing more than one role just
2,seriousness
2,Sandler fare
2,grip
2,bizarre way
1,for a fun -- but bad -- movie
2,ambiguous presentation
2,Whenever you think you 've seen the end of the movie
1,A low-rent retread of the Alien
2,may not be history
4,damned wonderful
3,A suffocating rape-payback horror show that hinges on the subgenre 's most enabling victim ... and an ebullient affection for industrial-model meat freezers .
2,toward its subject
1,that do n't really care for the candidate
2,attempt to tell a story about the Vietnam War before the pathology set in
2,panoramic shots
2,Oh
2,featured
2,fullness
3,to win a wide summer audience through word-of-mouth reviews and
3,riveted to our seats .
2,take on the soullessness of work in the city .
2,opportunity
3,runs through Balzac and the Little Chinese Seamstress that transforms this story about love and culture into a cinematic poem
2,tryingly
2,milks
3,luckiest stroke
4,Mazel tov to a film about a family 's joyous life acting on the Yiddish stage .
3,a way of seeping into your consciousness
1,Um ... is n't that the basis for the entire plot ?
1,the shameless self-caricature of ` Analyze This ' -LRB- 1999 -RRB-
2,to the rhythms of life
4,generate a lot of energy
2,-LRB- unintentionally -RRB-
1,what he 's already done way too often
1,an undercurrent of loneliness and isolation
2,'' versus `` them ''
1,flailing around in a caper that 's neither original nor terribly funny
2,pull free
1,that 's still too burdened by the actor
2,pop-cyber culture
2,marks the spot
2,presentation
1,of nonsense
0,sickly sweet
2,Roger Dodger
3,One of the most gloriously unsubtle and adrenalized extreme shockers since The Evil Dead .
2,locusts in a horde
3,has some freakish powers of visual charm
3,for historical truth and realism
2,of Hitler
3,found a tough beauty
2,'s all pretty tame
2,More of a career curio
1,The movie is without intent .
3,modern moviemaking
1,charitable it can only be seen as propaganda
2,ode
1,can not be revived .
2,Hitchens
2,called animation
2,is at work
2,most entertaining monster movies
2,'ve never come within a mile of The Longest Yard
2,seems to have recharged him
1,reading your scripts before signing that dotted line
2,that manages to incorporate both the horror
3,A winning piece
0,depressing than entertaining
2,the 1970s skateboard revolution
